  -4.1132560554917492E-003  -3.9610532427919985E-004  -1997452.3567178654       -193114.00214394496       -6.6278970583017044E-003
  -3.9826073840541921E-003  -3.9610532427919985E-004  -2033669.5166279785       -203088.54170970645       -6.7480719434853034E-003
  -3.8519587126166340E-003  -3.9610532427919985E-004  -2068369.5806730641       -213584.35029318882       -6.8632128386529948E-003
  -3.7213100411790765E-003  -3.9610532427919985E-004  -2101178.6582170022       -224616.28562201629       -6.9720791091338434E-003
  -3.5906613697415189E-003  -3.9610532427919985E-004  -2131680.8223713133       -236196.69495342323       -7.0732906366029573E-003
  -3.4600126983039613E-003  -3.9610532427919985E-004  -2159416.1571741467       -248334.72822089840       -7.1653213392790238E-003
  -3.3293640268664037E-003  -3.9610532427919985E-004  -2183879.3127662847       -261035.55523515661       -7.2464943777450479E-003
  -3.1987153554288461E-003  -3.9610532427919985E-004  -2204518.7690745294       -274299.48023207346       -7.3149797117207415E-003
  -3.0680666839912885E-003  -3.9610532427919985E-004  -2220737.0781691680       -288120.94998706877       -7.3687949042470918E-003
  -2.9374180125537309E-003  -3.9610532427919985E-004  -2231892.4314699490       -302487.45817983383       -7.4058103219504963E-003
  -2.8067693411161733E-003  -3.9610532427919985E-004  -2237301.9379610163       -317378.36090146750       -7.4237600127345727E-003
  -2.6761206696786157E-003  -3.9610532427919985E-004  -2236246.9549427014       -332763.62890277005       -7.4202593941490366E-003
  -2.5454719982410581E-003  -3.9610532427919985E-004  -2227980.7380967289       -348602.56039441691       -7.3928306376470649E-003
  -2.4148233268035005E-003  -3.9610532427919985E-004  -2211738.8582576513       -364842.46400472557       -7.3389372332588881E-003
  -2.2841746553659429E-003  -3.9610532427919985E-004  -2186753.5331902867       -381417.35215794796       -7.2560315449415932E-003
  -2.1535259839283853E-003  -3.9610532427919985E-004  -2152273.4188830215       -398246.83899226435       -7.1416204815595661E-003
  -2.0228773124908277E-003  -3.9610532427919985E-004  -2107588.7216654429       -415235.58267464722       -6.9933488232927620E-003
  -1.8922286410532701E-003  -3.9610532427919985E-004  -2052059.9750672644       -432273.46427139069       -6.8090947082990036E-003
  -1.7615799696157125E-003  -3.9610532427919985E-004  -1985151.0690606937       -449236.90169290313       -6.5870792295299281E-003
  -1.6309312981781549E-003  -3.9610532427919985E-004  -1906455.4394945451       -465992.53788413748       -6.3259533358641954E-003
  -1.5002826267405973E-003  -3.9610532427919985E-004  -1815683.0798316873       -482401.96727997239       -6.0247547347755896E-003
  -1.3696339553030397E-003  -3.9610532427919985E-004  -1712615.7085881331       -498322.00847870298       -5.6827591300371016E-003
  -1.2389852838654821E-003  -3.9610532427919985E-004  -1597090.8087205780       -513598.89748867846       -5.2994272616110078E-003
  -1.1083366124279245E-003  -3.9610532427919985E-004  -1469049.5301409995       -528062.63406101440       -4.8745638545892563E-003
  -9.7768794099036688E-004  -3.9610532427919985E-004  -1328571.1089982847       -541525.57035948208       -4.4084318284033719E-003
  -8.4703926955280928E-004  -3.9610532427919985E-004  -1175966.8442527952       -553765.80523081403       -3.9020641275722542E-003
  -7.1639059811525168E-004  -3.9610532427919985E-004  -1012463.7024708372       -564544.99857511465       -3.3595320422411231E-003
  -5.8574192667769408E-004  -3.9610532427919985E-004  -840139.11608989886       -573722.66746662161       -2.7877288573961967E-003
  -4.5509325524013648E-004  -3.9610532427919985E-004  -660102.91335268307       -581212.49280800205       -2.1903371776914944E-003
  -3.2444458380257888E-004  -3.9610532427919985E-004  -474676.35351983987       -586801.45049926988       -1.5750593482535338E-003
  -1.9379591236502128E-004  -3.9610532427919985E-004  -285847.71027188457       -590618.99049848795       -9.4849280968402306E-004
  -6.3147240927463252E-005  -3.9610532427919985E-004  -93936.436419477031       -592607.67681010813       -3.1169756240645972E-004
   6.7501430510093913E-005  -3.9610532427919985E-004   99559.659379921868       -592675.30019741214        3.3035640189885579E-004
   1.9815010194765108E-004  -3.9610532427919985E-004   293397.99950666045       -590760.85653067974        9.7354599287519865E-004
   3.2879877338520911E-004  -3.9610532427919985E-004   485158.76211387495       -586723.05522426986        1.6098418174576967E-003
   4.5944744482276714E-004  -3.9610532427919985E-004   670640.39900285646       -580679.12181098259        2.2253024022225267E-003
   5.9009611626032431E-004  -3.9610532427919985E-004   848058.03277703177       -572958.07162862457        2.8140052110919747E-003
   7.2074478769788147E-004  -3.9610532427919985E-004   1017979.9438296410       -563715.13313959155        3.3778358980261856E-003
   8.5139345913543951E-004  -3.9610532427919985E-004   1179509.3876945856       -552967.72979136638        3.9138189076939325E-003
   9.8204213057299754E-004  -3.9610532427919985E-004   1330475.1470370521       -540809.21909928473        4.4147497603798710E-003
   1.1126908020105547E-003  -3.9610532427919985E-004   1469875.3900754622       -527467.72184985399        4.8773042026189770E-003
   1.2433394734481119E-003  -3.9610532427919985E-004   1597587.8838232267       -513113.83996050054        5.3010766439352064E-003
   1.3739881448856699E-003  -3.9610532427919985E-004   1713196.9350638683       -497902.57827491022        5.6846877413683191E-003
