-4.1132561E-03  4.4698774E-10 -1.0109734E-10 -5.2168250E+06  1.5752867E+03 -2.3133209E+02
-3.9826074E-03  4.4698774E-10 -1.0109734E-10 -5.5657866E+06  2.2117636E+03 -2.4189377E+02
-3.8519587E-03  4.4698774E-10 -1.0109734E-10 -5.9485816E+06  2.7060694E+03 -1.3783519E+02
-3.7213100E-03  4.4698774E-10 -1.0109734E-10 -6.3640642E+06  6.8053409E+02 -5.6059306E+02
-3.5906614E-03  4.4698774E-10 -1.0109734E-10 -6.8191422E+06 -2.4518316E+03 -5.2225167E+01
-3.4600127E-03  4.4698774E-10 -1.0109734E-10 -7.3220214E+06 -4.1265846E+03  1.0438071E+02
-3.3293640E-03  4.4698774E-10 -1.0109734E-10 -7.8853360E+06 -1.2650126E+03  4.1198966E+01
-3.1987154E-03  4.4698774E-10 -1.0109734E-10 -8.5147220E+06  2.3589406E+03 -4.6343143E+02
-3.0680667E-03  4.4698774E-10 -1.0109734E-10 -9.1930320E+06  1.2071745E+04 -5.5141725E+02
-2.9374180E-03  4.4698774E-10 -1.0109734E-10 -9.9041324E+06  1.7183650E+04 -2.9734876E+03
-2.8067693E-03  4.4698774E-10 -1.0109734E-10 -1.0685574E+07  1.1693034E+04 -4.1462737E+03
-2.6761207E-03  4.4698774E-10 -1.0109734E-10 -1.1554853E+07  9.0052528E+03 -4.0513040E+03
-2.5454720E-03  4.4698774E-10 -1.0109734E-10 -1.2452589E+07  6.0517982E+03 -5.5537104E+03
-2.4148233E-03  4.4698774E-10 -1.0109734E-10 -1.3371068E+07  2.2869280E+04 -6.4065691E+03
-2.2841747E-03  4.4698774E-10 -1.0109734E-10 -1.4313249E+07  2.3579083E+04 -2.8980717E+03
-2.1535260E-03  4.4698774E-10 -1.0109734E-10 -1.5266147E+07  3.1721908E+04  1.1580854E+03
-2.0228773E-03  4.4698774E-10 -1.0109734E-10 -1.6180522E+07  3.4390572E+04  4.8027399E+03
-1.8922286E-03  4.4698774E-10 -1.0109734E-10 -1.7033917E+07 -7.5386336E+03  4.4597841E+03
-1.7615800E-03  4.4698774E-10 -1.0109734E-10 -1.7852221E+07 -2.5568163E+04  2.6608194E+02
-1.6309313E-03  4.4698774E-10 -1.0109734E-10 -1.8451035E+07 -2.1998469E+04  6.2197084E+03
-1.5002826E-03  4.4698774E-10 -1.0109734E-10 -1.8822432E+07 -4.0502011E+04 -3.2404627E+03
-1.3696340E-03  4.4698774E-10 -1.0109734E-10 -1.8961587E+07 -8.3963084E+04 -2.8909417E+03
-1.2389853E-03  4.4698774E-10 -1.0109734E-10 -1.8802292E+07 -1.2879838E+05  3.1433234E+03
-1.1083366E-03  4.4698774E-10 -1.0109734E-10 -1.8325436E+07 -1.2237177E+05  1.3181193E+04
-9.7768794E-04  4.4698774E-10 -1.0109734E-10 -1.7459651E+07 -1.2811137E+05  1.2504374E+04
