-1.2045010E-09  4.4698774E-10 -3.9610532E-04 -4.1453972E+02 -4.6598494E+03 -5.9264036E+05
-1.2045010E-09  4.4698774E-10 -3.8981835E-04 -9.8255870E+02 -5.5690505E+03 -6.1169518E+05
-1.2045010E-09  4.4698774E-10 -3.8353138E-04 -1.7058768E+03 -6.8528178E+03 -6.3166743E+05
-1.2045010E-09  4.4698774E-10 -3.7724441E-04 -2.2710787E+03 -8.6673257E+03 -6.5264992E+05
-1.2045010E-09  4.4698774E-10 -3.7095744E-04 -2.2081636E+03 -1.0587746E+04 -6.7424206E+05
-1.2045010E-09  4.4698774E-10 -3.6467047E-04 -8.2209857E+02 -1.1181058E+04 -6.9651264E+05
-1.2045010E-09  4.4698774E-10 -3.5838350E-04  1.8775831E+03 -1.0561513E+04 -7.1990192E+05
-1.2045010E-09  4.4698774E-10 -3.5209653E-04  4.6364809E+03 -9.7580496E+03 -7.4445849E+05
-1.2045010E-09  4.4698774E-10 -3.4580956E-04  6.5133044E+03 -1.1061491E+04 -7.7042309E+05
-1.2045010E-09  4.4698774E-10 -3.3952259E-04  8.6689678E+03 -1.4040524E+04 -7.9776298E+05
-1.2045010E-09  4.4698774E-10 -3.3323562E-04  1.2615180E+04 -1.7110242E+04 -8.2617605E+05
-1.2045010E-09  4.4698774E-10 -3.2694865E-04  1.8946658E+04 -2.0504374E+04 -8.5547560E+05
-1.2045010E-09  4.4698774E-10 -3.2066168E-04  2.3430702E+04 -2.3590008E+04 -8.8525343E+05
-1.2045010E-09  4.4698774E-10 -3.1437471E-04  2.3894486E+04 -2.6081446E+04 -9.1686163E+05
-1.2045010E-09  4.4698774E-10 -3.0808774E-04  2.1802599E+04 -2.7714355E+04 -9.5094274E+05
-1.2045010E-09  4.4698774E-10 -3.0180077E-04  1.9134643E+04 -2.8980756E+04 -9.8545592E+05
-1.2045010E-09  4.4698774E-10 -2.9551380E-04  1.6777602E+04 -3.1249151E+04 -1.0210927E+06
-1.2045010E-09  4.4698774E-10 -2.8922683E-04  1.6468388E+04 -3.3083568E+04 -1.0582443E+06
-1.2045010E-09  4.4698774E-10 -2.8293986E-04  1.6023945E+04 -3.3594117E+04 -1.0981382E+06
-1.2045010E-09  4.4698774E-10 -2.7665289E-04  1.5982593E+04 -3.3493814E+04 -1.1404787E+06
-1.2045010E-09  4.4698774E-10 -2.7036592E-04  1.7783310E+04 -3.3952193E+04 -1.1844526E+06
-1.2045010E-09  4.4698774E-10 -2.6407895E-04  1.7011295E+04 -3.7569998E+04 -1.2290121E+06
-1.2045010E-09  4.4698774E-10 -2.5779198E-04  9.8398116E+03 -4.2389756E+04 -1.2719734E+06
-1.2045010E-09  4.4698774E-10 -2.5150501E-04  5.5592082E+03 -4.6992010E+04 -1.3150170E+06
-1.2045010E-09  4.4698774E-10 -2.4521804E-04  1.2377767E+04 -4.9501962E+04 -1.3606495E+06
-1.2045010E-09  4.4698774E-10 -2.3893107E-04  2.0504043E+04 -5.1250876E+04 -1.4110846E+06
-1.2045010E-09  4.4698774E-10 -2.3264410E-04  2.1682108E+04 -5.4229234E+04 -1.4593605E+06
-1.2045010E-09  4.4698774E-10 -2.2635713E-04  1.8387713E+04 -6.0166960E+04 -1.5015318E+06
-1.2045010E-09  4.4698774E-10 -2.2007016E-04  8.1483261E+03 -6.7827944E+04 -1.5466642E+06
-1.2045010E-09  4.4698774E-10 -2.1378319E-04  1.1876621E+03 -7.7765636E+04 -1.5959200E+06
-1.2045010E-09  4.4698774E-10 -2.0749622E-04  3.6517273E+03 -8.2975482E+04 -1.6410596E+06
-1.2045010E-09  4.4698774E-10 -2.0120925E-04  1.1605254E+04 -8.8539615E+04 -1.6836615E+06
-1.2045010E-09  4.4698774E-10 -1.9492228E-04  1.7426015E+04 -8.9295912E+04 -1.7261319E+06
-1.2045010E-09  4.4698774E-10 -1.8863531E-04  2.0436636E+04 -8.4529698E+04 -1.7676188E+06
-1.2045010E-09  4.4698774E-10 -1.8234834E-04  1.0975906E+04 -8.5790839E+04 -1.8081699E+06
-1.2045010E-09  4.4698774E-10 -1.7606137E-04  6.2998153E+03 -1.0376311E+05 -1.8474668E+06
-1.2045010E-09  4.4698774E-10 -1.6977440E-04  1.8304118E+04 -1.3064341E+05 -1.8828864E+06
-1.2045010E-09  4.4698774E-10 -1.6348743E-04  3.0495517E+04 -1.5361254E+05 -1.9067398E+06
-1.2045010E-09  4.4698774E-10 -1.5720046E-04  3.9704020E+04 -1.7086162E+05 -1.9225317E+06
-1.2045010E-09  4.4698774E-10 -1.5091349E-04  5.2096515E+04 -1.7937864E+05 -1.9428325E+06
-1.2045010E-09  4.4698774E-10 -1.4462652E-04  6.7890540E+04 -1.7912019E+05 -1.9632052E+06
-1.2045010E-09  4.4698774E-10 -1.3833955E-04  7.3793761E+04 -1.7664607E+05 -1.9707567E+06
-1.2045010E-09  4.4698774E-10 -1.3205258E-04  6.1514487E+04 -1.9562196E+05 -1.9669905E+06
-1.2045010E-09  4.4698774E-10 -1.2576561E-04  5.6427344E+04 -2.3458166E+05 -1.9460484E+06
-1.2045010E-09  4.4698774E-10 -1.1947864E-04  9.9081391E+04 -2.6361326E+05 -1.9135320E+06
-1.2045010E-09  4.4698774E-10 -1.1319167E-04  1.3666341E+05 -2.6687699E+05 -1.8917661E+06
-1.2045010E-09  4.4698774E-10 -1.0690470E-04  1.3422493E+05 -2.3733310E+05 -1.8569670E+06
-1.2045010E-09  4.4698774E-10 -1.0061773E-04  1.0532893E+05 -1.9490112E+05 -1.8051136E+06
-1.2045010E-09  4.4698774E-10 -9.4330760E-05  7.6831838E+04 -1.6819299E+05 -1.7627310E+06
-1.2045010E-09  4.4698774E-10 -8.8043790E-05  5.4174436E+04 -1.5165473E+05 -1.7083058E+06
-1.2045010E-09  4.4698774E-10 -8.1756820E-05  3.5785208E+04 -1.3497979E+05 -1.6333515E+06
-1.2045010E-09  4.4698774E-10 -7.5469850E-05  3.7029616E+04 -1.0463492E+05 -1.5527695E+06
-1.2045010E-09  4.4698774E-10 -6.9182880E-05  3.3828175E+04 -5.5551479E+04 -1.4645268E+06
-1.2045010E-09  4.4698774E-10 -6.2895910E-05  2.2328255E+04 -5.6772793E+03 -1.3707939E+06
-1.2045010E-09  4.4698774E-10 -5.6608940E-05  1.0144222E+04  2.3296152E+04 -1.2625149E+06
-1.2045010E-09  4.4698774E-10 -5.0321970E-05 -5.3346443E+03  2.0789316E+04 -1.1403139E+06
-1.2045010E-09  4.4698774E-10 -4.4035000E-05 -1.9283999E+04  1.6614814E+04 -1.0099575E+06
-1.2045010E-09  4.4698774E-10 -3.7748030E-05 -4.4786326E+04  3.1821244E+04 -8.7231764E+05
-1.2045010E-09  4.4698774E-10 -3.1461060E-05 -8.6792889E+04  5.2218784E+04 -7.4018029E+05
-1.2045010E-09  4.4698774E-10 -2.5174090E-05 -9.6624287E+04  5.2010993E+04 -6.0591392E+05
-1.2045010E-09  4.4698774E-10 -1.8887120E-05 -5.2927836E+04  3.5672661E+04 -4.5750256E+05
-1.2045010E-09  4.4698774E-10 -1.2600149E-05  2.1070110E+04  2.5890045E+04 -2.8382859E+05
-1.2045010E-09  4.4698774E-10 -6.3131794E-06  6.8261273E+04  2.5763891E+04 -1.1355506E+05
-1.2045010E-09  4.4698774E-10 -2.6209308E-08  7.2797011E+04  2.0230715E+04  2.4202732E+04
-1.2045010E-09  4.4698774E-10  6.2607608E-06  6.1193840E+04 -1.0987418E+04  1.6106346E+05
-1.2045010E-09  4.4698774E-10  1.2547731E-05  4.2547932E+04 -2.8385857E+04  3.0880667E+05
-1.2045010E-09  4.4698774E-10  1.8834701E-05  7.7540433E+03 -8.1703445E+03  4.5688482E+05
-1.2045010E-09  4.4698774E-10  2.5121671E-05 -3.8647646E+04  1.9525988E+04  6.0522854E+05
-1.2045010E-09  4.4698774E-10  3.1408641E-05 -9.0978009E+04  2.3819549E+04  7.4234398E+05
-1.2045010E-09  4.4698774E-10  3.7695611E-05 -1.1998139E+05  1.9443318E+04  8.6620742E+05
-1.2045010E-09  4.4698774E-10  4.3982581E-05 -1.1961668E+05  2.8708953E+04  9.8618820E+05
-1.2045010E-09  4.4698774E-10  5.0269551E-05 -1.2661386E+05  5.3760478E+04  1.1166254E+06
-1.2045010E-09  4.4698774E-10  5.6556521E-05 -1.2371855E+05  7.6868314E+04  1.2457848E+06
-1.2045010E-09  4.4698774E-10  6.2843491E-05 -9.0035219E+04  8.8237033E+04  1.3636767E+06
-1.2045010E-09  4.4698774E-10  6.9130462E-05 -3.7936928E+04  9.0841361E+04  1.4744974E+06
-1.2045010E-09  4.4698774E-10  7.5417432E-05 -2.2518677E+03  1.1572367E+05  1.5662405E+06
-1.2045010E-09  4.4698774E-10  8.1704402E-05  1.9408829E+04  1.6048437E+05  1.6398801E+06
-1.2045010E-09  4.4698774E-10  8.7991372E-05  4.4857744E+04  1.7325660E+05  1.7019532E+06
-1.2045010E-09  4.4698774E-10  9.4278342E-05  7.5818839E+04  1.5847756E+05  1.7591655E+06
-1.2045010E-09  4.4698774E-10  1.0056531E-04  8.5919927E+04  1.6089394E+05  1.8133823E+06
-1.2045010E-09  4.4698774E-10  1.0685228E-04  6.5576160E+04  1.6732103E+05  1.8545212E+06
-1.2045010E-09  4.4698774E-10  1.1313925E-04  3.2911863E+04  1.6660668E+05  1.8892403E+06
-1.2045010E-09  4.4698774E-10  1.1942622E-04  8.9386977E+03  1.7131014E+05  1.9252404E+06
-1.2045010E-09  4.4698774E-10  1.2571319E-04 -6.3400452E+03  1.6339540E+05  1.9521582E+06
-1.2045010E-09  4.4698774E-10  1.3200016E-04 -1.2490342E+04  1.1996792E+05  1.9644793E+06
-1.2045010E-09  4.4698774E-10  1.3828713E-04 -1.2204899E+04  6.1779683E+04  1.9578550E+06
-1.2045010E-09  4.4698774E-10  1.4457410E-04  2.1674990E+03  4.2969170E+04  1.9482843E+06
-1.2045010E-09  4.4698774E-10  1.5086107E-04  1.5842884E+04  5.6124974E+04  1.9368582E+06
-1.2045010E-09  4.4698774E-10  1.5714804E-04  1.9633041E+04  6.5507263E+04  1.9191456E+06
-1.2045010E-09  4.4698774E-10  1.6343501E-04  1.6990715E+04  5.4657483E+04  1.8975675E+06
-1.2045010E-09  4.4698774E-10  1.6972198E-04  7.2598595E+03  4.6494853E+04  1.8740800E+06
-1.2045010E-09  4.4698774E-10  1.7600895E-04 -2.6926204E+03  4.4110877E+04  1.8454591E+06
-1.2045010E-09  4.4698774E-10  1.8229592E-04 -1.2654607E+04  4.3713066E+04  1.8040689E+06
-1.2045010E-09  4.4698774E-10  1.8858289E-04 -2.9201823E+04  3.5012881E+04  1.7620778E+06
-1.2045010E-09  4.4698774E-10  1.9486986E-04 -3.2950156E+04  1.0258578E+04  1.7247464E+06
